feature_set,iteration,fold,class_label,precision,recall,f1
understand追加前 (excl3),10,10,クラス1(=TRUE),0.5714285714285714,0.8,0.6666666666666666
understand追加前 (excl3),iteration_10,avg_of_10folds,クラス0(FALSE),0.7930952380952381,0.7733333333333333,0.7715728715728716
understand追加前 (excl3),iteration_10,avg_of_10folds,クラス1(TRUE),0.8038095238095238,0.7933333333333332,0.7845337995337995
understand追加前 (excl3),final_average,-,クラス0(FALSE),0.8174484126984127,0.739,0.7599065934065934
understand追加前 (excl3),final_average,-,クラス1(TRUE),0.7668452380952381,0.808,0.7738376068376069
understand追加前 (merge3_4),1,1,クラス0(=FALSE),1.0,0.4,0.5714285714285714
understand追加前 (merge3_4),1,1,クラス1(=TRUE),0.6666666666666666,1.0,0.8
understand追加前 (merge3_4),1,2,クラス0(=FALSE),1.0,0.6,0.75
understand追加前 (merge3_4),1,2,クラス1(=TRUE),0.75,1.0,0.8571428571428571
understand追加前 (merge3_4),1,3,クラス0(=FALSE),0.625,1.0,0.7692307692307693
understand追加前 (merge3_4),1,3,クラス1(=TRUE),1.0,0.5,0.6666666666666666
understand追加前 (merge3_4),1,4,クラス0(=FALSE),0.75,0.6,0.6666666666666666
understand追加前 (merge3_4),1,4,クラス1(=TRUE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (merge3_4),1,5,クラス0(=FALSE),1.0,1.0,1.0
understand追加前 (merge3_4),1,5,クラス1(=TRUE),1.0,1.0,1.0
understand追加前 (merge3_4),1,6,クラス0(=FALSE),0.75,1.0,0.8571428571428571
understand追加前 (merge3_4),1,6,クラス1(=TRUE),1.0,0.6,0.75
understand追加前 (merge3_4),1,7,クラス0(=FALSE),1.0,1.0,1.0
understand追加前 (merge3_4),1,7,クラス1(=TRUE),1.0,1.0,1.0
understand追加前 (merge3_4),1,8,クラス0(=FALSE),0.7142857142857143,0.8333333333333334,0.7692307692307693
understand追加前 (merge3_4),1,8,クラス1(=TRUE),0.75,0.6,0.6666666666666666
understand追加前 (merge3_4),1,9,クラス0(=FALSE),0.6666666666666666,0.6666666666666666,0.6666666666666666
understand追加前 (merge3_4),1,9,クラス1(=TRUE),0.6,0.6,0.6
understand追加前 (merge3_4),1,10,クラス0(=FALSE),0.6666666666666666,0.3333333333333333,0.4444444444444444
understand追加前 (merge3_4),1,10,クラス1(=TRUE),0.5,0.8,0.6153846153846154
understand追加前 (merge3_4),iteration_1,avg_of_10folds,クラス0(FALSE),0.8172619047619047,0.7433333333333334,0.7494810744810745
understand追加前 (merge3_4),iteration_1,avg_of_10folds,クラス1(TRUE),0.7980952380952381,0.7933333333333332,0.7725091575091574
understand追加前 (merge3_4),2,1,クラス0(=FALSE),0.6,0.6,0.6
understand追加前 (merge3_4),2,1,クラス1(=TRUE),0.6666666666666666,0.6666666666666666,0.6666666666666666
understand追加前 (merge3_4),2,2,クラス0(=FALSE),0.6666666666666666,0.4,0.5
understand追加前 (merge3_4),2,2,クラス1(=TRUE),0.625,0.8333333333333334,0.7142857142857143
understand追加前 (merge3_4),2,3,クラス0(=FALSE),1.0,1.0,1.0
understand追加前 (merge3_4),2,3,クラス1(=TRUE),1.0,1.0,1.0
understand追加前 (merge3_4),2,4,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (merge3_4),2,4,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (merge3_4),2,5,クラス0(=FALSE),0.6666666666666666,0.4,0.5
understand追加前 (merge3_4),2,5,クラス1(=TRUE),0.625,0.8333333333333334,0.7142857142857143
understand追加前 (merge3_4),2,6,クラス0(=FALSE),1.0,0.6666666666666666,0.8
understand追加前 (merge3_4),2,6,クラス1(=TRUE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (merge3_4),2,7,クラス0(=FALSE),1.0,0.6666666666666666,0.8
understand追加前 (merge3_4),2,7,クラス1(=TRUE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (merge3_4),2,8,クラス0(=FALSE),0.6666666666666666,0.3333333333333333,0.4444444444444444
understand追加前 (merge3_4),2,8,クラス1(=TRUE),0.5,0.8,0.6153846153846154
understand追加前 (merge3_4),2,9,クラス0(=FALSE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (merge3_4),2,9,クラス1(=TRUE),0.8,0.8,0.8
understand追加前 (merge3_4),2,10,クラス0(=FALSE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (merge3_4),2,10,クラス1(=TRUE),1.0,0.8,0.8888888888888888
understand追加前 (merge3_4),iteration_2,avg_of_10folds,クラス0(FALSE),0.809047619047619,0.6699999999999999,0.7200854700854701
understand追加前 (merge3_4),iteration_2,avg_of_10folds,クラス1(TRUE),0.7478571428571429,0.8566666666666667,0.7899511599511599
understand追加前 (merge3_4),3,1,クラス0(=FALSE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (merge3_4),3,1,クラス1(=TRUE),1.0,0.6666666666666666,0.8
understand追加前 (merge3_4),3,2,クラス0(=FALSE),0.5,0.2,0.2857142857142857
understand追加前 (merge3_4),3,2,クラス1(=TRUE),0.5555555555555556,0.8333333333333334,0.6666666666666666
understand追加前 (merge3_4),3,3,クラス0(=FALSE),0.6666666666666666,0.4,0.5
